model_id,public_name,paper_role,architecture,checkpoint_filename,size_bytes,sha256,generation_routes,zenodo_archive,zenodo_doi
SG44_3a_2b_4d_4e,UFO-MGen MP20 per-space-group specialist (SG44_3a_2b_4d_4e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG44_3a_2b_4d_4e.pt,2206551,3636e2fdceb109c689be2eb9d319df6e6725534d12fb2bd4222c0acee893b971,SG44_3a_2b_4d_4e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG4_18a,UFO-MGen MP20 per-space-group specialist (SG4_18a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG4_18a.pt,2207575,4bc0d1a1d0daad169532f6b4baf0c810e2ab26c85d4cf0f2048af77f13e2a569,SG4_18a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG4_20a,UFO-MGen MP20 per-space-group specialist (SG4_20a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG4_20a.pt,2208599,17f760b746c3d888f2417eb604fb921cd752570bebbca49157ecfbef6c0fa4b8,SG4_20a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG62_12c,UFO-MGen MP20 per-space-group specialist (SG62_12c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG62_12c.pt,4197719,5343cce4525daeb16e0f57941550c76da0754ce77a69f1c22f512143bb67d26b,SG62_12c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG62_16c,UFO-MGen MP20 per-space-group specialist (SG62_16c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG62_16c.pt,2200919,95ed903163ae7961f69870776a515909205fa1a2243aa759dff3eb7f68d1e20a,SG62_16c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG62_20c,UFO-MGen MP20 per-space-group specialist (SG62_20c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG62_20c.pt,2201943,c8ecdaf928812b2a1bb9d51034cd0ffe28e38395fbc621d092bb05a5da911666,SG62_20c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG62_4a_8c_8d,UFO-MGen MP20 per-space-group specialist (SG62_4a_8c_8d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG62_4a_8c_8d.pt,2202455,8ce4423dcaab755eff96d6d982aa16d5f3bda0ef38fc6daebf3b07385a4d7b1b,SG62_4a_8c_8d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG62_4b_8c_8d,UFO-MGen MP20 per-space-group specialist (SG62_4b_8c_8d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG62_4b_8c_8d.pt,2202455,098db06d0b660e5c801e4f5168b97d2c6145346e2233db61da04c5710b6f3cb6,SG62_4b_8c_8d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG62_8c_8d,UFO-MGen MP20 per-space-group specialist (SG62_8c_8d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG62_8c_8d.pt,2201367,d97dd3d3dfb434fb843e927d5d4b71d2f6b0af0d6d2c0e99a9900aecab74ab11,SG62_8c_8d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG62_8c,UFO-MGen MP20 per-space-group specialist (SG62_8c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG62_8c.pt,2198871,99205ccefe6123ea7dbd80cc6b88ae7ef096458d204a9468544ff9f581e47217,SG62_8c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG63_2a_4c_4f,UFO-MGen MP20 per-space-group specialist (SG63_2a_4c_4f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG63_2a_4c_4f.pt,2200919,9df292b28d84a0ba8d4b0900ad74dedfb8503996da789ae0d5044338374f8477,SG63_2a_4c_4f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG63_2a_6c_4f,UFO-MGen MP20 per-space-group specialist (SG63_2a_6c_4f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG63_2a_6c_4f.pt,2201943,4656956bbdaa4ec5e640107143d6239ba4588b4056c6666de29e4773803e1de4,SG63_2a_6c_4f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG63_4c_12f,UFO-MGen MP20 per-space-group specialist (SG63_4c_12f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG63_4c_12f.pt,2201943,c18dab57d73b5f337157709b440f7487d35a08609d55bb90c55df23e3ac45603,SG63_4c_12f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG63_4c_4f,UFO-MGen MP20 per-space-group specialist (SG63_4c_4f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG63_4c_4f.pt,2199831,d0d0800c111df1d0d46dfaf498408d3f3d9a69ab7d1993e84983e2c7960a6756,SG63_4c_4f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG63_4c,UFO-MGen MP20 per-space-group specialist (SG63_4c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG63_4c.pt,2197271,a17838c23ef60792c7b768ff1358509ad29c3b71992314f124743583714d243c,SG63_4c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG63_6c,UFO-MGen MP20 per-space-group specialist (SG63_6c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG63_6c.pt,2198295,3857923d7a7849f23214a9b29df964c5c0919c147de85ed6107187d9e570dc29,SG63_6c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG63_8c,UFO-MGen MP20 per-space-group specialist (SG63_8c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG63_8c.pt,2199319,e7959ce5439ab09f72b1c3fed952b7913363b59645bac3b74b0ad1311e284c8f,SG63_8c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG6_4a_4b_12c,UFO-MGen MP20 per-space-group specialist (SG6_4a_4b_12c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG6_4a_4b_12c.pt,2212759,b10889f11bbb9f40f301633621726c6881cbb388818a7560eefbca3ad2882b3f,SG6_4a_4b_12c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG71_1a_2g_2h_2i_2j_4k,UFO-MGen MP20 per-space-group specialist (SG71_1a_2g_2h_2i_2j_4k),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG71_1a_2g_2h_2i_2j_4k.pt,2201431,e13788e5aaf7bd70dfb9d6e09c54dd88d0fd35ae5bb0bc6c34bb97896a0216a1,SG71_1a_2g_2h_2i_2j_4k,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG71_1a_2h_2j,UFO-MGen MP20 per-space-group specialist (SG71_1a_2h_2j),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG71_1a_2h_2j.pt,2198295,aed6ebd28af521464027399d2482f9c666db0a5e0f04f41a799cde72b5005555,SG71_1a_2h_2j,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG72_2a_2b_4g_12j,UFO-MGen MP20 per-space-group specialist (SG72_2a_2b_4g_12j),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG72_2a_2b_4g_12j.pt,2202967,9adfe62600da3f1489ab2b5b3bacaf728be2e0ba5e1f73129da641ef1b8e0504,SG72_2a_2b_4g_12j,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG74_2e_4h,UFO-MGen MP20 per-space-group specialist (SG74_2e_4h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG74_2e_4h.pt,2198871,886c403c6b312854ef9f88a99f616ce9b581ee0145c556377d616631e638d583,SG74_2e_4h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG7_20a,UFO-MGen MP20 per-space-group specialist (SG7_20a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG7_20a.pt,2208599,148b0ed1ee1c6b66b3cd0efd918285c4f387fef0ed4985b51aae4fcc60b822f2,SG7_20a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG88_2a_2b_8f,UFO-MGen MP20 per-space-group specialist (SG88_2a_2b_8f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG88_2a_2b_8f.pt,2201431,e7f999314e3ad99ee5b0d1726250d7d6b4a9697e3861f8e13aa25b1cc2678d1f,SG88_2a_2b_8f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG8_12a,UFO-MGen MP20 per-space-group specialist (SG8_12a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG8_12a.pt,2209111,226dfbabe0bd3d3c640b0706177b1352b9c179b4ae747503e80dafa39782d8cd,SG8_12a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG8_6a,UFO-MGen MP20 per-space-group specialist (SG8_6a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG8_6a.pt,2202967,80eeaffca4055790d31eb24c66d8fc0bff34cdeff8c89446cae66b4eadfaaf6d,SG8_6a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
